metric,crossover_type,crossover_label,generation_zero_based,n_runs,mean,std,median,q25,q75,iqr,min,max,ci95_low,ci95_high
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,39,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,40,2,0.0625,0.08838834764831845,0.0625,0.03125,0.09375,0.0625,0.0,0.125,-0.731637796027006,0.856637796027006
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,41,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,42,3,0.048734242372853266,0.0844101838581579,0.0,0.0,0.0731013635592799,0.0731013635592799,0.0,0.1462027271185598,-0.1609522786128616,0.2584207633585681
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,43,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,45,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,47,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,homologous_gene_block_recombination,homologous recombination,48,2,0.1123192202834256,0.1588433646399917,0.1123192202834256,0.0561596101417128,0.1684788304251384,0.11231922028342559,0.0,0.2246384405668512,-1.3148317884741967,1.5394702290410478
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,1,5,0.6765069028039048,0.5263875935541544,0.5504817018975018,0.4229877667186733,1.1242281302693369,0.7012403635506637,0.0,1.2848369151340118,0.0229103787865943,1.3301034268212153
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,2,5,0.4339352377226067,0.4250626299051485,0.5049283620427176,0.0,0.7238230122664102,0.7238230122664102,0.0,0.9409248143039056,-0.09384972681242781,0.9617202022576412
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,3,4,0.6406381704700047,0.5507445374861748,0.6776012000925279,0.28593866699045234,1.0323007035720804,0.746362036581628,0.0,1.2073502816949633,-0.23571928876917891,1.5169956297091884
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,4,2,0.6889823157930559,0.0493626357046785,0.6889823157930559,0.6715299885710462,0.7064346430150656,0.03490465444401947,0.6540776613490366,0.7238869702370753,0.2454766301729316,1.1324880014131802
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,6,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,7,3,0.3719131205014632,0.322292322570498,0.5463451726484168,0.2731725863242084,0.5578696807521948,0.2846970944279864,0.0,0.5693941888559727,-0.42870539223362236,1.1725316332365487
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,8,1,0.2657916423324117,,0.2657916423324117,0.2657916423324117,0.2657916423324117,0.0,0.2657916423324117,0.2657916423324117,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,9,1,0.597825733284619,,0.597825733284619,0.597825733284619,0.597825733284619,0.0,0.597825733284619,0.597825733284619,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,10,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,11,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,12,2,0.11553685746158565,0.16339379077614155,0.11553685746158565,0.057768428730792826,0.17330528619237848,0.11553685746158565,0.0,0.2310737149231713,-1.3524981080492937,1.583571822972465
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,14,2,0.1910606860052553,0.27020061338493945,0.1910606860052553,0.09553034300262765,0.28659102900788297,0.19106068600525533,0.0,0.3821213720105106,-2.2365955074606845,2.6187168794711955
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,16,2,0.16412957659335195,0.23211427320487202,0.16412957659335195,0.08206478829667598,0.24619436489002794,0.16412957659335198,0.0,0.3282591531867039,-1.921334426905691,2.249593580092395
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,17,2,0.1359845884195095,0.19231124921659365,0.1359845884195095,0.06799229420975475,0.20397688262926425,0.1359845884195095,0.0,0.271969176839019,-1.5918634330382309,1.8638326098772497
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,18,1,0.546319051629027,,0.546319051629027,0.546319051629027,0.546319051629027,0.0,0.546319051629027,0.546319051629027,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,19,1,0.225269987227275,,0.225269987227275,0.225269987227275,0.225269987227275,0.0,0.225269987227275,0.225269987227275,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,20,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,21,3,0.20465827383775917,0.3544785284763432,0.0,0.0,0.30698741075663877,0.30698741075663877,0.0,0.6139748215132775,-0.6759152067892046,1.085231754464723
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,22,3,0.20465827383775917,0.3544785284763432,0.0,0.0,0.30698741075663877,0.30698741075663877,0.0,0.6139748215132775,-0.6759152067892046,1.085231754464723
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,24,1,0.1363772172172132,,0.1363772172172132,0.1363772172172132,0.1363772172172132,0.0,0.1363772172172132,0.1363772172172132,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,25,1,0.6139748215132775,,0.6139748215132775,0.6139748215132775,0.6139748215132775,0.0,0.6139748215132775,0.6139748215132775,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,26,1,0.3894772537377996,,0.3894772537377996,0.3894772537377996,0.3894772537377996,0.0,0.3894772537377996,0.3894772537377996,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,27,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,31,2,0.30615810682903344,0.07073764811654171,0.30615810682903344,0.2811485714948362,0.3311676421632307,0.050019070668394505,0.256139036160639,0.3561771774974279,-0.3293944458096518,0.9417106594677187
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,32,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,33,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,36,2,0.09290630905667625,0.13138936229797787,0.09290630905667625,0.04645315452833813,0.1393594635850144,0.09290630905667627,0.0,0.1858126181133525,-1.0875802751236876,1.27339289323704
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,38,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,39,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,40,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,43,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,44,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,45,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,46,3,0.10396387350820276,0.1800707110678712,0.0,0.0,0.15594581026230414,0.15594581026230414,0.0,0.3118916205246083,-0.34335657065401637,0.5512843176704219
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,47,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,promoter_aligned_cut_and_splice,cut and splice,49,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
